instruction,input,news_publisher,event_date,english_comment_text,thai_comment_text
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `True, it doesn't help prevent [the virus] but rather increases germs. If you wear that type of mask to the hospital, the staff will immediately change it for you. The masks that doctors use are the best.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-06-28,"True, it doesn't help prevent [the virus] but rather increases germs. If you wear that type of mask to the hospital, the staff will immediately change it for you. The masks that doctors use are the best.","จริงคะมันไม่ได้ช่วยป้องกันแต่ยังจะเพิ่มเชื้อโรค 
ถ้าใส่แบบนี้เข้า รพ  ก่อนเข้าเจ้าหน้าทีจะเปลี่ยนให้ทันที หน้ากากแบบหมอใช้ดีสุดคะ"
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Whoever doesn't wear a mask and doesn't protect themselves, let them get infected. Whoever knows how to protect themselves will survive. You are your own refuge, you have to know how to protect yourself. Don't hope for a vaccine.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2022-11-23,"Whoever doesn't wear a mask and doesn't protect themselves, let them get infected. Whoever knows how to protect themselves will survive. You are your own refuge, you have to know how to protect yourself. Don't hope for a vaccine.",ใครไม่ใส่แมสไม่ปอ้งกันก็ติดกันไปเถอะใครรู้จักปอ้งกันก็ยังรอดไปนะตนเป็นที่พึ่งแห่งตนตัวเราตอ้งรู้จักปอ้งกันอย่าหวังไปพึ่งวัคชีน
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `I want to get vaccinated, but I want to choose the vaccine myself. I was also forced to get a vaccine that I didn't want. I couldn't refuse because it would affect my work. It's your right not to get vaccinated, but you should still wear a mask at all times when you're outside. You can't claim personal rights because it affects others.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"I want to get vaccinated, but I want to choose the vaccine myself. I was also forced to get a vaccine that I didn't want. I couldn't refuse because it would affect my work. It's your right not to get vaccinated, but you should still wear a mask at all times when you're outside. You can't claim personal rights because it affects others.",ผมอยากฉีดนะ แต่อยากฉีดวัคซีนที่ผมเลือกเอง ผมก็โดนยัดเยียดวัคซีนที่ไม่อยากฉีดให้เหมือนกัน ไม่ฉีดก็ไม่ได้เพราะมีผลต่อหน้าที่การงาน คือคุณจะไม่ฉีดก็ไม่ว่ากันนะแต่หน้ากากยังคงควรใส่ตลอดเวลาที่อยู่ข้างนอกจะอ้างเป็นสิทธิ์ส่วนบุคคลไม่ได้เพราะกระทบต่อคนอื่น.
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Then why did they make a rule to take off masks?` on topic of `fask masks`,เรื่องเล่าเช้านี้,2022-06-27,Then why did they make a rule to take off masks?,แล้วออกกฏถอดแมสหาพระแสงทำไม
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Still hoping for a vaccine, huh? Because of this kind of thinking, telling the public this kind of thing, in Phuket, both tourists and Thai people in Patong, Nai Harn, and many other places, 90% don't wear masks. And how's that going? The outbreak is severe now. 😔` on topic of `fask masks`",เรื่องเล่าเช้านี้,2022-01-06,"Still hoping for a vaccine, huh? Because of this kind of thinking, telling the public this kind of thing, in Phuket, both tourists and Thai people in Patong, Nai Harn, and many other places, 90% don't wear masks. And how's that going? The outbreak is severe now. 😔",ยังอีกยังจะคิดหวังแต่เรื่องวัคซีนอีกเหรอ เพราะคิดแบบนี้บอกประชาชนแบบนี้ไงที่ภูเก็ตทั้งนักท่องเที่ยวทั้งคนไทยป่าตองเอยในหานเอยหลายๆที่90%ไม่สวมแมสเป็นไงล่ะระบาดหนักเลยตอนนี้😔
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Who said people are still wearing masks after it's allowed to take them off?` on topic of `fask masks`,เรื่องเล่าเช้านี้,2021-12-05,Who said people are still wearing masks after it's allowed to take them off?,ไหนบอกว่าถอดแมสยังเป็นมีคนใส่ยุ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Right, I'll go drink alcohol, won't wear a mask, gotta show off how good looking I am. If I get COVID, it's the government's fault.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2022-01-04,"Right, I'll go drink alcohol, won't wear a mask, gotta show off how good looking I am. If I get COVID, it's the government's fault.",ใช้ครับ ผมจะไปนั่งกินเหล้า ไม่ใส่แมสโชว์ความหล่อสวย ถ้าติดโควิด มันเป็นความผิดของรัฐบาล
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `You should wear a medical mask, wear it for a maximum of 4 hours and then change to a new one. Cloth masks should be discarded, they can't prevent germs.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-06-28,"You should wear a medical mask, wear it for a maximum of 4 hours and then change to a new one. Cloth masks should be discarded, they can't prevent germs.",ควรใส่หน้ากากทางการแพทย์ ใส่สูงสุด 4 ชม. แล้วต้องเปลี่ยนอันใหม่ หน้ากากผ้าทิ้งได้แล้ว ไม่ไดเป่องกันเชื้อโรค
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `It's a good thing. Whoever wants to wear a mask can wear it, whoever doesn't want to wear it is their right, it's their life. Just do what makes you comfortable.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2022-03-17,"It's a good thing. Whoever wants to wear a mask can wear it, whoever doesn't want to wear it is their right, it's their life. Just do what makes you comfortable.",เป็นเรื่องดีครับใครจะใส่แมสก็ใส่ใครมั้ยใส่ก็เป็นสิทธิ์ของเขาชีวิตใครชีวิตมันเอาที่สบายใจก็พอ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `It's fine if you don't want to get vaccinated, but at least wear a mask, guys. Don't do this.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"It's fine if you don't want to get vaccinated, but at least wear a mask, guys. Don't do this.",ไม่ฉีดไม่ว่า แต่ใส่แมสกันก่อนเว้ยยยย อย่าหาทำแบบนี้
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Some people haven't even had a single dose of the vaccine yet. COVID hasn't disappeared from the country, so we still have to wear masks. Plus, it's a serious disease.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2022-03-17,"Some people haven't even had a single dose of the vaccine yet. COVID hasn't disappeared from the country, so we still have to wear masks. Plus, it's a serious disease.",บางคนยังไม่ได้ฉีดวัคซีนซักเข็มเลย​ โควิคยังไม่หมดไปจากประเทศยังไงก็ต้องใส่แมส แถมเป็นโรคร้ายแรง
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Well, it's hard to breathe with a cloth mask on.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-06-28,"Well, it's hard to breathe with a cloth mask on.",ก็หน้ากากผ้าใส่แล้วหายใจออกอะ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Conscience is wearing a mask, washing hands, using alcohol... I've been doing this since the Covid outbreak. When there's a vaccine, they make a fuss about this and that… Think about it, think… Everyone loves their life.  Getting vaccinated can cause disabilities, death, scary side effects. They don't talk about it.  But they insist on everyone getting vaccinated.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-11-18,"Conscience is wearing a mask, washing hands, using alcohol... I've been doing this since the Covid outbreak. When there's a vaccine, they make a fuss about this and that… Think about it, think… Everyone loves their life.  Getting vaccinated can cause disabilities, death, scary side effects. They don't talk about it.  But they insist on everyone getting vaccinated.",จิตสำนึดคือใส่แมส.ล้างมือ.แอลกอฮอล..ทำมาตั้งแต่โควิคระบาดแล้ว.พอมีวัคชีนทำเป็นขุ่โนน่นี่นั่น..คิดสิคิด..ชิวิตใครใครก็รัก..ฉีดแล้วพิการ.ตาย.ผลข้างเคียงน่ากลัว.ไม่เห็นออกมาพุด.เอาแต่จะฉีดอย่าง้ดียว
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Take care of yourself and continue wearing a mask. I'm used to it now.` on topic of `fask masks`,เรื่องเล่าเช้านี้,2022-03-17,Take care of yourself and continue wearing a mask. I'm used to it now.,ดูแลตัวเองใส่แมสต่อไป ชินแล้ว
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `So, do masks actually help prevent the spread of disease or not? All you stubborn people, if you don't have immunity, you'll get infected. If it's not treated properly, you'll die. Stop acting so recklessly and senselessly. When every system fails, everything collapses.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-06-24,"So, do masks actually help prevent the spread of disease or not? All you stubborn people, if you don't have immunity, you'll get infected. If it's not treated properly, you'll die. Stop acting so recklessly and senselessly. When every system fails, everything collapses.",ตกลงใส่แมสมันช่วยไม่ให้ติดโรคได้ไหม โคถึกทั้งหลายเอ๋ย ภูมิร่างกายมันไม่มีมันก็ติด รักษาไม่เป็นมันก็ตาย เลิกทำอะไรแบบไร้สติไร้ปัญญากันสะทีเถอะ ล้มเหลวทุกระบบมันก็พัง
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `In Sisaket Province, officials are letting COVID patients travel back home by themselves using their own vehicles. They advised patients to sit in the back of a pickup truck, wear a mask, and not get out of the car until they reach the hospital. 
This is not right. 1. The patient may not have a pickup truck. If they have to hire a driver, who would be willing to drive a COVID patient?` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-06-30,"In Sisaket Province, officials are letting COVID patients travel back home by themselves using their own vehicles. They advised patients to sit in the back of a pickup truck, wear a mask, and not get out of the car until they reach the hospital. 
This is not right. 1. The patient may not have a pickup truck. If they have to hire a driver, who would be willing to drive a COVID patient?","จังหวัดศรีสะเกษ  เจ้าหน้าที่ให้ผู้ป่วยโควิดเดินทางกลับเอง โดยให้ใช้รถส่วนตัว แนะนำให้ผู้ป่วยนั่งกระบะท้าย ใส่แมส  ห้ามลงจากรถจนกว่าจะถึงโรงพยาบาล
คือแบบนี้มันก็ไม่ใช่แล้ว    ข้อที่ 1.ผู้ป่วยไม่มีรถกระบะ หากจะจ้างรถรับจ้าง ใครจะยอมขับรถให้ผู้ป่วยโควิดนั่งม"
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Other countries have stopped, they're no longer panicking.  Does Thailand want to wear masks for the rest of their lives?` on topic of `fask masks`",เรื่องเล่าเช้านี้,2022-03-13,"Other countries have stopped, they're no longer panicking.  Does Thailand want to wear masks for the rest of their lives?",ต่างประเทศเขาเลิก เป็นกระต่ายตื่นตูมกันแล้ว เมืองไทยจะใส่แมสกันไปตลอดชีวิตหรือไง
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Actually, people who haven't been vaccinated should be more afraid of those who have been vaccinated because unvaccinated people are aware that they haven't been vaccinated, so they protect themselves very well, wearing masks almost all the time. They don't go to eat at restaurants, taking off their masks to sit and eat. If they want to eat, they buy it and eat it at home. They don't go to places where they are at high risk. But people who have been vaccinated...` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"Actually, people who haven't been vaccinated should be more afraid of those who have been vaccinated because unvaccinated people are aware that they haven't been vaccinated, so they protect themselves very well, wearing masks almost all the time. They don't go to eat at restaurants, taking off their masks to sit and eat. If they want to eat, they buy it and eat it at home. They don't go to places where they are at high risk. But people who have been vaccinated...",จริงๆคนที่ยังไม่ฉีดควรจะกลัวคนฉีดซะมากกว่าเพราะคนไม่ฉีดเค้ารู้ตัวว่ายังไม่ฉีดเค้าจะป้องกันตัวเองอย่างดีใส่แมสแทบจะไม่ถอดเลย ร้านอาหารนอกบ้านก็ไม่ไปทอดแมสไปนั่งกิน อยากกินก็ซื้อกลับมากินบ้าน ไม่ทะเล่อทะล่าไปในจุดที่ตัวเองเสี่ยงมากเกินไป แต่คนที่ฉีดแล้วส่วน
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Getting vaccinated or not is your right. The government doesn't force you. But what you should do is at least wear a mask to protect your own lives.` on topic of `fask masks`,เรื่องเล่าเช้านี้,2021-12-05,Getting vaccinated or not is your right. The government doesn't force you. But what you should do is at least wear a mask to protect your own lives.,จะฉีดหรือไม่ฉีดเป็นสิมธิของพวกคุณอยู่แล้วครับรัฐเองก็ไม่ได้บังคับแต่สิ่งที่ควรทำคือใส่แมสไว้บ้างอย่างน้อยก็รักษาชีวิตพวกคุณเอง
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `I wear a blue surgical mask that I bought at 7-Eleven and then wear a cloth mask on top. I guarantee you it's definitely safe. The surgical mask is disposable, while the cloth mask can be kept, washed and reused. Saves money too.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-06-28,"I wear a blue surgical mask that I bought at 7-Eleven and then wear a cloth mask on top. I guarantee you it's definitely safe. The surgical mask is disposable, while the cloth mask can be kept, washed and reused. Saves money too.",เราใส่หน้ากากอนามัยสีฟ้าที่ซื้อในเซเว่น แล้วใส่หน้ากากผ้าทับชั้นบน รับรองค่ะ ปลอดภัยแน่นอน หน้ากากอนามัย ใส่ครั้งเดียวทิ้งค่ะ ส่วนหน้ากากผ้า เก็บไว้ ซักได้ ใช้ครั้งต่อไป ประหยัดงบค่า
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Why wear a mask? 
When they said COVID is harmless 😷` on topic of `fask masks`",เรื่องเล่าเช้านี้,2020-12-05,"Why wear a mask? 
When they said COVID is harmless 😷","แมส จะใส่ทำไมคะ
ในเมื่อ​บอก  โควิดกระจอก​ 😷"
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `This is caused by selfish people who don't protect themselves, don't wear masks, and stay in places where they are at risk of infection. Those who take their masks on and off in restaurants and talk while eating, it's over.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-01-02,"This is caused by selfish people who don't protect themselves, don't wear masks, and stay in places where they are at risk of infection. Those who take their masks on and off in restaurants and talk while eating, it's over.",เกิดจากคนเห็นแก่ตัวเอง ไม่ป้องกัน ไม่ใส่หน้ากาก อยู่ในสถานที่เสี่ยงติด พวกถอดหน้ากากเข้าๆออกๆ กับร้านอาหารกินข้าวเสือกคุย จบสิ้น
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `We are willing to get vaccinated, and my whole family has been vaccinated. Whoever doesn't want to get vaccinated, it's up to them. If they want to take off their masks, it's up to them. If they get COVID, it's up to them. We will wear masks.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"We are willing to get vaccinated, and my whole family has been vaccinated. Whoever doesn't want to get vaccinated, it's up to them. If they want to take off their masks, it's up to them. If they get COVID, it's up to them. We will wear masks.",เราเต็มใจฉีดแล้วครอบครับเราฉีดทั้งบ้าน ใครไม่ฉีดก็แล้วแต่อย่กถอดแมสก็ตามใจเขาติดโควิดก็ตามใจเขาเราจะใส่
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Simply put, whether you've been vaccinated or not, please don't gather in large groups yet. Don't let your guard down, maintain social distancing, and wear masks at all times. Wait until the COVID-19 numbers in the country are zero. After that, if you want to make out in the middle of an intersection or whatever, that's your business.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"Simply put, whether you've been vaccinated or not, please don't gather in large groups yet. Don't let your guard down, maintain social distancing, and wear masks at all times. Wait until the COVID-19 numbers in the country are zero. After that, if you want to make out in the middle of an intersection or whatever, that's your business.",ง่ายๆคือต่อให้คุณจะฉีดหรือไม่ฉีดก็อย่าพึ่งรวมตัวกันเยอะ การ์ดอย่าตก รักษาระยะห่าง ใส่แมสก์ตลอดเวลา รอตัวเลขโควิดในประเทศเป็นศูนย์ก่อน คราวนี้จะดูดปากกลางสี่แยกหรืออะไรก็แล้วแต่ ก็เรื่องของพวกคุณล่ะ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `It's freedom, but taking off the mask is dangerous.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"It's freedom, but taking off the mask is dangerous.",เสรีก็เสรีหรอกคะ...แต่ถอดแมสเนี้ยยมันอันตรายนะคะ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Just wear it, any mask will do. Just make sure it's worn properly. Some people wear it under their nose, covering only their mouth. Some people wear a medical mask, but the straps are crossed, leaving a big gap on the cheek. 
It should be worn properly to prevent the virus from infecting us. 🤟` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-06-28,"Just wear it, any mask will do. Just make sure it's worn properly. Some people wear it under their nose, covering only their mouth. Some people wear a medical mask, but the straps are crossed, leaving a big gap on the cheek. 
It should be worn properly to prevent the virus from infecting us. 🤟","ใส่ไปเถอะ จะหน้ากากอะไรก็ได้ ขอแค่ใส่ให้มิดชิด บางคนใส่ใต้จมูก ปิดแค่ปาก  บางคนใส่หน้ากากการแพทย์ก็จริง แต่ไปไขว้สาย ตรงแก้มนี่ช่องใหญ่เลย
ควรใส่ให้มิดชิดเพื่อกันไม่ให้เชื้อมาติดเราได้ค่ะ 🤟"
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `A good way to do it is to wear a mask and play it. I've been waiting for this for a long time. Oh, my fighter.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-03-11,"A good way to do it is to wear a mask and play it. I've been waiting for this for a long time. Oh, my fighter.",วิธีที่ดีนะใส่แมสเล่นเลยรอมานานแล้วโอ๊ยสูกูสิไห้
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Don't stress about it anymore.  Singapore and England already announced no more mask mandates. Whoever gets it and dies, just let it be.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-07-10,"Don't stress about it anymore.  Singapore and England already announced no more mask mandates. Whoever gets it and dies, just let it be.",ไม่ต้องเครียดกันแล้ว​ เพราะสิงค์โปร์​อังกฤษ​ ประกาสไม่ใส่แมสแล้ว​ ใครติดตาย​ ก็ปล่อยไป
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Whether you get vaccinated or injected with formalin, whatever makes you comfortable, that's fine.  One thing for sure is that we're tired of masks and want to live our lives without them. But if people don't trust the vaccine, we'll have to keep wearing them for a long time.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-05-12,"Whether you get vaccinated or injected with formalin, whatever makes you comfortable, that's fine.  One thing for sure is that we're tired of masks and want to live our lives without them. But if people don't trust the vaccine, we'll have to keep wearing them for a long time.",จะฉีดวัคซีน หรือ จะฉีดฟอมารีน เอาที่สบายใจ ไม่ว่ากัน ที่แน่ๆเราเบื่อหน้ากากอนามัยมากอยากไปใช้ชีวิตโดยไม่ใส่หน้ากาก แต่คนไม่เชื่อใจวัคซีน ก็คงต้องใส่ต่อไปอีกนาน
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Oh, so they're campaigning? There are still people wearing masks. Should we believe it?` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"Oh, so they're campaigning? There are still people wearing masks. Should we believe it?",อ้าว รณรงค์ยังงัย ยังมีคนใส่แมสอยู่เลย แล้วจะเชื่อดีไหม
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Right, it's your choice whether you want to get vaccinated or not but wearing a mask is a matter of public health.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"Right, it's your choice whether you want to get vaccinated or not but wearing a mask is a matter of public health.",่ใช่เลยจะฉีดไหมฉีดเป็นเรื่องของคุณแต่ใส่แมสเป็นเรื่องส่วนรวมนะ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Not getting vaccinated, not wearing a mask, it's not a personal matter, it's a burden on society. Have some awareness. Don't spread your bad luck to those who are behaving well. Careless, always claiming rights. If the infection can be traced back to you, will you take responsibility? Just wait.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"Not getting vaccinated, not wearing a mask, it's not a personal matter, it's a burden on society. Have some awareness. Don't spread your bad luck to those who are behaving well. Careless, always claiming rights. If the infection can be traced back to you, will you take responsibility? Just wait.","ไม่ฉีดวัคซีน ไม่ใส่แมส ไม่ใช่เรื่องส่วนตัว แต่เป็นภาระสังคม มีสำนึกบ้าง อย่านำความซวยเผื่อแผ่คนปฏิบัติดี
มักง่าย อ้างแต่สิทธิ ถ้าพิสูจน์้เชื้อได้เป็นของคุณ จะรับผิดชอบไหม คอย"
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `I'm confused. People aren't wearing masks even though they're outside. Great, isn't it? (sarcastic)` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-04-28,"I'm confused. People aren't wearing masks even though they're outside. Great, isn't it? (sarcastic)",คืองง คนไม่ใส่แมสกันเลยขนาดอยู่ข้างนอก ดีเนอะ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Wear it! My face will be shaped like a mask by the time I can take it off.` on topic of `fask masks`,เรื่องเล่าเช้านี้,2021-06-28,Wear it! My face will be shaped like a mask by the time I can take it off.,ใส่ซ่ะหน้าตูเป็นรูปหน้ากากล่ะเวลาถอด
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Did they go to a crowded place without wearing a mask?` on topic of `fask masks`,เรื่องเล่าเช้านี้,2021-04-26,Did they go to a crowded place without wearing a mask?,ไปสถานที่แออัดแล้วไม่ใส่แมสหรอ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `0.25 sewing cloth masks to give away, sewing and talking.
But no one is wearing a mask to prevent droplets. Hey!!!!!
How should I feel? 🤔🤔🤔` on topic of `fask masks`",เรื่องเล่าเช้านี้,2020-03-13,"0.25 sewing cloth masks to give away, sewing and talking.
But no one is wearing a mask to prevent droplets. Hey!!!!!
How should I feel? 🤔🤔🤔","0.25 เย็บหน้ากากผ้าแจก เย็บไป คุยไป
แต่ไม่มีใครใส่แมสป้องกันน้ำลายกระเด็นกันซักคน เฮ้ย!!!!!
กูต้องรู้สึกยังไงดี 🤔🤔🤔"
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Not getting vaccinated is a right, but companies also have the right not to employ someone for the safety of their colleagues and the business in case of an outbreak. Wearing a mask, however, is a public matter, similar to the ban on smoking in public places so as not to disturb or affect the health of the majority.` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"Not getting vaccinated is a right, but companies also have the right not to employ someone for the safety of their colleagues and the business in case of an outbreak. Wearing a mask, however, is a public matter, similar to the ban on smoking in public places so as not to disturb or affect the health of the majority.",ไม่ฉีดก็เป็นสิทธิ์แต่บริษัทก็มีสิทธ์ไม่รับทำงานเพื่อความปลอดภัยของเพื่อนร่วมงานและกิจการหากต้องปิดลงหากมีการแพร่ระบาด แต่การสวมแมสเป็นส่วนรวมคล้ายกับงดการสูบบุหรี่ในที่สาธารณะมิให้ไปรบกวนหรือมีผลต่อสุขภาพผู้อื่นที่เป็นส่วนใหญ่
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `The people who started the campaign about rights seemed so smart, but then they took off their masks to protest...` on topic of `fask masks`",เรื่องเล่าเช้านี้,2021-12-05,"The people who started the campaign about rights seemed so smart, but then they took off their masks to protest...",คนออกแคมเปญเรื่องสิทธิดูฉลาดดีนะแต่พอถอดแมสประท้วงเท่านั้นแหละ...
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `It's a normal thing, why didn't the doctor take off their mask?` on topic of `fask masks`",เรื่องเล่าเช้านี้,2022-11-26,"It's a normal thing, why didn't the doctor take off their mask?",เรื่องปกติทำไมหมอไม่ถอดแมส
